,RF
2013-10-18,3.966279028766451e-06
2013-10-21,3.5698287639274184e-06
2013-10-22,3.1733390453148047e-06
2013-10-23,3.1733390453148047e-06
2013-10-24,3.1733390453148047e-06
2013-10-25,3.1733390453148047e-06
2013-10-28,3.1733390453148047e-06
2013-10-29,3.1733390453148047e-06
2013-10-30,3.1733390453148047e-06
2013-10-31,2.77680986426887e-06
2013-11-01,3.1733390453148047e-06
2013-11-04,3.1733390453148047e-06
2013-11-05,3.1733390453148047e-06
2013-11-06,3.1733390453148047e-06
2013-11-07,3.1733390453148047e-06
2013-11-08,3.1733390453148047e-06
2013-11-11,3.1733390453148047e-06
2013-11-12,3.1733390453148047e-06
2013-11-13,3.1733390453148047e-06
2013-11-14,3.5698287639274184e-06
2013-11-15,3.5698287639274184e-06
2013-11-18,3.5698287639274184e-06
2013-11-19,3.5698287639274184e-06
2013-11-20,3.5698287639274184e-06
2013-11-21,3.5698287639274184e-06
2013-11-22,3.5698287639274184e-06
2013-11-25,3.5698287639274184e-06
2013-11-26,3.5698287639274184e-06
2013-11-27,3.5698287639274184e-06
2013-11-28,3.5698287639274184e-06
2013-11-29,2.77680986426887e-06
2013-12-02,3.5698287639274184e-06
2013-12-03,3.5698287639274184e-06
2013-12-04,3.5698287639274184e-06
2013-12-05,3.5698287639274184e-06
2013-12-06,3.5698287639274184e-06
2013-12-09,3.5698287639274184e-06
2013-12-10,3.5698287639274184e-06
2013-12-11,3.1733390453148047e-06
2013-12-12,3.5698287639274184e-06
2013-12-13,3.1733390453148047e-06
2013-12-16,3.5698287639274184e-06
2013-12-17,3.5698287639274184e-06
2013-12-18,3.5698287639274184e-06
2013-12-19,3.5698287639274184e-06
2013-12-20,3.5698287639274184e-06
2013-12-23,3.5698287639274184e-06
2013-12-24,3.1733390453148047e-06
2013-12-25,3.1733390453148047e-06
2013-12-26,3.1733390453148047e-06
2013-12-27,3.1733390453148047e-06
2013-12-30,3.1733390453148047e-06
2013-12-31,2.77680986426887e-06
2014-01-01,2.77680986426887e-06
2014-01-02,3.1733390453148047e-06
2014-01-03,3.1733390453148047e-06
2014-01-06,3.1733390453148047e-06
2014-01-07,2.77680986426887e-06
2014-01-08,2.77680986426887e-06
2014-01-09,2.77680986426887e-06
2014-01-10,2.77680986426887e-06
2014-01-13,2.77680986426887e-06
2014-01-14,2.77680986426887e-06
2014-01-15,2.77680986426887e-06
2014-01-16,2.77680986426887e-06
2014-01-17,2.77680986426887e-06
2014-01-20,2.77680986426887e-06
2014-01-21,2.77680986426887e-06
2014-01-22,2.77680986426887e-06
2014-01-23,2.77680986426887e-06
2014-01-24,2.77680986426887e-06
2014-01-27,2.77680986426887e-06
2014-01-28,2.77680986426887e-06
2014-01-29,2.77680986426887e-06
2014-01-30,2.77680986426887e-06
2014-01-31,2.77680986426887e-06
2014-02-03,2.77680986426887e-06
2014-02-04,2.77680986426887e-06
2014-02-05,2.77680986426887e-06
2014-02-06,2.77680986426887e-06
2014-02-07,2.3802412136841866e-06
2014-02-10,2.77680986426887e-06
2014-02-11,2.3802412136841866e-06
2014-02-12,2.77680986426887e-06
2014-02-13,2.3802412136841866e-06
2014-02-14,2.3802412136841866e-06
2014-02-17,2.3802412136841866e-06
2014-02-18,2.77680986426887e-06
2014-02-19,2.77680986426887e-06
2014-02-20,2.77680986426887e-06
2014-02-21,2.77680986426887e-06
2014-02-24,2.77680986426887e-06
2014-02-25,2.77680986426887e-06
2014-02-26,2.77680986426887e-06
2014-02-27,2.77680986426887e-06
2014-02-28,2.3802412136841866e-06
2014-03-03,2.77680986426887e-06
2014-03-04,2.77680986426887e-06
2014-03-05,3.1733390453148047e-06
2014-03-06,3.1733390453148047e-06
2014-03-07,3.1733390453148047e-06
2014-03-10,3.1733390453148047e-06
2014-03-11,3.1733390453148047e-06
2014-03-12,3.1733390453148047e-06
2014-03-13,3.1733390453148047e-06
2014-03-14,3.1733390453148047e-06
2014-03-17,3.1733390453148047e-06
2014-03-18,3.1733390453148047e-06
2014-03-19,3.1733390453148047e-06
2014-03-20,3.1733390453148047e-06
2014-03-21,3.1733390453148047e-06
2014-03-24,3.5698287639274184e-06
2014-03-25,3.5698287639274184e-06
2014-03-26,3.1733390453148047e-06
2014-03-27,3.1733390453148047e-06
2014-03-28,3.1733390453148047e-06
2014-03-31,2.3802412136841866e-06
2014-04-01,3.1733390453148047e-06
2014-04-02,3.5698287639274184e-06
2014-04-03,3.1733390453148047e-06
2014-04-04,3.1733390453148047e-06
2014-04-07,3.5698287639274184e-06
2014-04-08,3.1733390453148047e-06
2014-04-09,3.1733390453148047e-06
2014-04-10,3.1733390453148047e-06
2014-04-11,3.5698287639274184e-06
2014-04-14,3.5698287639274184e-06
2014-04-15,3.966279028766451e-06
2014-04-16,3.5698287639274184e-06
2014-04-17,3.5698287639274184e-06
2014-04-18,3.966279028766451e-06
2014-04-21,3.966279028766451e-06
2014-04-22,3.966279028766451e-06
2014-04-23,3.966279028766451e-06
2014-04-24,3.966279028766451e-06
2014-04-25,3.5698287639274184e-06
2014-04-28,3.5698287639274184e-06
2014-04-29,3.966279028766451e-06
2014-04-30,3.5698287639274184e-06
2014-05-01,3.5698287639274184e-06
2014-05-02,3.5698287639274184e-06
2014-05-05,3.5698287639274184e-06
2014-05-06,3.5698287639274184e-06
2014-05-07,3.1733390453148047e-06
2014-05-08,3.1733390453148047e-06
2014-05-09,3.1733390453148047e-06
2014-05-12,3.1733390453148047e-06
2014-05-13,3.5698287639274184e-06
2014-05-14,3.1733390453148047e-06
2014-05-15,3.5698287639274184e-06
2014-05-16,3.5698287639274184e-06
2014-05-19,3.5698287639274184e-06
2014-05-20,3.5698287639274184e-06
2014-05-21,3.5698287639274184e-06
2014-05-22,3.5698287639274184e-06
2014-05-23,3.5698287639274184e-06
2014-05-26,3.5698287639274184e-06
2014-05-27,3.5698287639274184e-06
2014-05-28,3.5698287639274184e-06
2014-05-29,3.5698287639274184e-06
2014-05-30,3.1733390453148047e-06
2014-06-02,3.5698287639274184e-06
2014-06-03,3.966279028766451e-06
2014-06-04,3.5698287639274184e-06
2014-06-05,3.5698287639274184e-06
2014-06-06,3.5698287639274184e-06
2014-06-09,3.5698287639274184e-06
2014-06-10,3.5698287639274184e-06
2014-06-11,3.5698287639274184e-06
2014-06-12,3.5698287639274184e-06
2014-06-13,3.966279028766451e-06
2014-06-16,3.966279028766451e-06
2014-06-17,3.966279028766451e-06
2014-06-18,3.966279028766451e-06
2014-06-19,3.966279028766451e-06
2014-06-20,3.966279028766451e-06
2014-06-23,3.966279028766451e-06
2014-06-24,3.966279028766451e-06
2014-06-25,3.966279028766451e-06
2014-06-26,3.966279028766451e-06
2014-06-27,3.966279028766451e-06
2014-06-30,3.5698287639274184e-06
2014-07-01,3.966279028766451e-06
2014-07-02,3.966279028766451e-06
2014-07-03,3.5698287639274184e-06
2014-07-04,3.5698287639274184e-06
2014-07-07,3.966279028766451e-06
2014-07-08,3.5698287639274184e-06
2014-07-09,3.5698287639274184e-06
2014-07-10,3.5698287639274184e-06
2014-07-11,3.5698287639274184e-06
2014-07-14,3.5698287639274184e-06
2014-07-15,3.5698287639274184e-06
2014-07-16,3.5698287639274184e-06
2014-07-17,3.5698287639274184e-06
2014-07-18,3.5698287639274184e-06
2014-07-21,3.966279028766451e-06
2014-07-22,3.5698287639274184e-06
2014-07-23,3.5698287639274184e-06
2014-07-24,3.5698287639274184e-06
2014-07-25,3.5698287639274184e-06
2014-07-28,3.5698287639274184e-06
2014-07-29,3.5698287639274184e-06
2014-07-30,3.5698287639274184e-06
2014-07-31,3.1733390453148047e-06
2014-08-01,3.5698287639274184e-06
2014-08-04,3.5698287639274184e-06
2014-08-05,3.5698287639274184e-06
2014-08-06,3.5698287639274184e-06
2014-08-07,3.5698287639274184e-06
2014-08-08,3.5698287639274184e-06
2014-08-11,3.5698287639274184e-06
2014-08-12,3.5698287639274184e-06
2014-08-13,3.5698287639274184e-06
2014-08-14,3.5698287639274184e-06
2014-08-15,3.5698287639274184e-06
2014-08-18,3.5698287639274184e-06
2014-08-19,3.5698287639274184e-06
2014-08-20,3.5698287639274184e-06
2014-08-21,3.5698287639274184e-06
2014-08-22,3.5698287639274184e-06
2014-08-25,3.5698287639274184e-06
2014-08-26,3.5698287639274184e-06
2014-08-27,3.5698287639274184e-06
2014-08-28,3.5698287639274184e-06
2014-08-29,2.77680986426887e-06
2014-09-01,2.77680986426887e-06
2014-09-02,3.5698287639274184e-06
2014-09-03,3.5698287639274184e-06
2014-09-04,3.5698287639274184e-06
2014-09-05,3.5698287639274184e-06
2014-09-08,3.5698287639274184e-06
2014-09-09,3.5698287639274184e-06
2014-09-10,3.5698287639274184e-06
2014-09-11,3.5698287639274184e-06
2014-09-12,3.5698287639274184e-06
2014-09-15,3.5698287639274184e-06
2014-09-16,3.5698287639274184e-06
2014-09-17,3.5698287639274184e-06
2014-09-18,3.5698287639274184e-06
2014-09-19,3.5698287639274184e-06
2014-09-22,3.5698287639274184e-06
2014-09-23,3.5698287639274184e-06
2014-09-24,3.5698287639274184e-06
2014-09-25,3.5698287639274184e-06
2014-09-26,3.5698287639274184e-06
2014-09-29,3.1733390453148047e-06
2014-09-30,2.77680986426887e-06
2014-10-01,3.5698287639274184e-06
2014-10-02,3.5698287639274184e-06
2014-10-03,3.5698287639274184e-06
2014-10-06,3.5698287639274184e-06
2014-10-07,3.5698287639274184e-06
2014-10-08,3.5698287639274184e-06
2014-10-09,3.1733390453148047e-06
2014-10-10,3.5698287639274184e-06
2014-10-13,3.5698287639274184e-06
2014-10-14,3.5698287639274184e-06
2014-10-15,3.5698287639274184e-06
2014-10-16,3.5698287639274184e-06
2014-10-17,3.5698287639274184e-06
2014-10-20,3.5698287639274184e-06
2014-10-21,3.5698287639274184e-06
2014-10-22,3.5698287639274184e-06
2014-10-23,3.5698287639274184e-06
2014-10-24,3.5698287639274184e-06
2014-10-27,3.5698287639274184e-06
2014-10-28,3.5698287639274184e-06
2014-10-29,3.5698287639274184e-06
2014-10-30,3.5698287639274184e-06
2014-10-31,2.77680986426887e-06
2014-11-03,3.5698287639274184e-06
2014-11-04,3.966279028766451e-06
2014-11-05,3.5698287639274184e-06
2014-11-06,3.5698287639274184e-06
2014-11-07,3.5698287639274184e-06
2014-11-10,3.5698287639274184e-06
2014-11-11,3.5698287639274184e-06
2014-11-12,3.5698287639274184e-06
2014-11-13,3.5698287639274184e-06
2014-11-14,3.5698287639274184e-06
2014-11-17,3.966279028766451e-06
2014-11-18,4.362689847159373e-06
2014-11-19,3.966279028766451e-06
2014-11-20,3.966279028766451e-06
2014-11-21,3.966279028766451e-06
2014-11-24,3.966279028766451e-06
2014-11-25,3.966279028766451e-06
2014-11-26,3.966279028766451e-06
2014-11-27,3.966279028766451e-06
2014-11-28,3.1733390453148047e-06
2014-12-01,5.155393176359269e-06
2014-12-02,4.759061227099792e-06
2014-12-03,4.759061227099792e-06
2014-12-04,4.759061227099792e-06
2014-12-05,4.759061227099792e-06
2014-12-08,4.759061227099792e-06
2014-12-09,4.759061227099792e-06
2014-12-10,4.759061227099792e-06
2014-12-11,4.759061227099792e-06
2014-12-12,4.759061227099792e-06
2014-12-15,4.362689847159373e-06
2014-12-16,4.759061227099792e-06
2014-12-17,5.155393176359269e-06
2014-12-18,5.155393176359269e-06
2014-12-19,5.155393176359269e-06
2014-12-22,5.155393176359269e-06
2014-12-23,5.155393176359269e-06
2014-12-24,5.155393176359269e-06
2014-12-25,5.155393176359269e-06
2014-12-26,5.155393176359269e-06
2014-12-29,5.155393176359269e-06
2014-12-30,5.155393176359269e-06
2014-12-31,2.3802412136841866e-06
2015-01-01,2.3802412136841866e-06
2015-01-02,4.759061227099792e-06
2015-01-05,4.759061227099792e-06
2015-01-06,4.759061227099792e-06
2015-01-07,4.759061227099792e-06
2015-01-08,4.759061227099792e-06
2015-01-09,4.759061227099792e-06
2015-01-12,4.759061227099792e-06
2015-01-13,4.759061227099792e-06
2015-01-14,4.759061227099792e-06
2015-01-15,4.759061227099792e-06
2015-01-16,5.155393176359269e-06
2015-01-19,5.155393176359269e-06
2015-01-20,4.759061227099792e-06
2015-01-21,4.759061227099792e-06
2015-01-22,4.759061227099792e-06
2015-01-23,4.759061227099792e-06
2015-01-26,4.759061227099792e-06
2015-01-27,4.362689847159373e-06
2015-01-28,4.759061227099792e-06
2015-01-29,4.362689847159373e-06
2015-01-30,2.3802412136841866e-06
2015-02-02,4.759061227099792e-06
2015-02-03,4.759061227099792e-06
2015-02-04,4.362689847159373e-06
2015-02-05,4.759061227099792e-06
2015-02-06,4.362689847159373e-06
2015-02-09,4.759061227099792e-06
2015-02-10,4.759061227099792e-06
2015-02-11,4.759061227099792e-06
2015-02-12,4.759061227099792e-06
2015-02-13,4.759061227099792e-06
2015-02-16,4.759061227099792e-06
2015-02-17,4.759061227099792e-06
2015-02-18,4.759061227099792e-06
2015-02-19,4.759061227099792e-06
2015-02-20,4.759061227099792e-06
2015-02-23,4.362689847159373e-06
2015-02-24,4.362689847159373e-06
2015-02-25,4.362689847159373e-06
2015-02-26,4.362689847159373e-06
2015-02-27,2.3802412136841866e-06
2015-03-02,4.759061227099792e-06
2015-03-03,4.759061227099792e-06
2015-03-04,4.362689847159373e-06
2015-03-05,4.362689847159373e-06
2015-03-06,4.759061227099792e-06
2015-03-09,4.759061227099792e-06
2015-03-10,4.759061227099792e-06
2015-03-11,4.362689847159373e-06
2015-03-12,4.362689847159373e-06
2015-03-13,4.362689847159373e-06
2015-03-16,4.759061227099792e-06
2015-03-17,4.759061227099792e-06
2015-03-18,4.362689847159373e-06
2015-03-19,4.759061227099792e-06
2015-03-20,4.759061227099792e-06
2015-03-23,4.759061227099792e-06
2015-03-24,4.362689847159373e-06
2015-03-25,4.759061227099792e-06
2015-03-26,4.362689847159373e-06
2015-03-27,4.759061227099792e-06
2015-03-30,4.759061227099792e-06
2015-03-31,2.3802412136841866e-06
2015-04-01,4.759061227099792e-06
2015-04-02,4.759061227099792e-06
2015-04-03,4.759061227099792e-06
2015-04-06,5.155393176359269e-06
2015-04-07,4.759061227099792e-06
2015-04-08,4.759061227099792e-06
2015-04-09,4.759061227099792e-06
2015-04-10,4.759061227099792e-06
2015-04-13,5.155393176359269e-06
2015-04-14,5.155393176359269e-06
2015-04-15,5.155393176359269e-06
2015-04-16,5.155393176359269e-06
2015-04-17,5.155393176359269e-06
2015-04-20,5.155393176359269e-06
2015-04-21,5.155393176359269e-06
2015-04-22,5.155393176359269e-06
2015-04-23,5.155393176359269e-06
2015-04-24,5.155393176359269e-06
2015-04-27,5.155393176359269e-06
2015-04-28,5.155393176359269e-06
2015-04-29,5.155393176359269e-06
2015-04-30,3.1733390453148047e-06
2015-05-01,5.155393176359269e-06
2015-05-04,5.155393176359269e-06
2015-05-05,5.155393176359269e-06
2015-05-06,5.155393176359269e-06
2015-05-07,5.155393176359269e-06
2015-05-08,5.155393176359269e-06
2015-05-11,5.155393176359269e-06
2015-05-12,5.155393176359269e-06
2015-05-13,5.155393176359269e-06
2015-05-14,5.155393176359269e-06
2015-05-15,5.155393176359269e-06
2015-05-18,5.155393176359269e-06
2015-05-19,4.759061227099792e-06
2015-05-20,4.759061227099792e-06
2015-05-21,4.759061227099792e-06
2015-05-22,5.155393176359269e-06
2015-05-25,5.155393176359269e-06
2015-05-26,4.759061227099792e-06
2015-05-27,4.759061227099792e-06
2015-05-28,4.759061227099792e-06
2015-05-29,3.1733390453148047e-06
2015-06-01,4.759061227099792e-06
2015-06-02,4.759061227099792e-06
2015-06-03,5.155393176359269e-06
2015-06-04,5.155393176359269e-06
2015-06-05,5.155393176359269e-06
2015-06-08,5.155393176359269e-06
2015-06-09,5.155393176359269e-06
2015-06-10,5.155393176359269e-06
2015-06-11,5.155393176359269e-06
2015-06-12,5.155393176359269e-06
2015-06-15,5.155393176359269e-06
2015-06-16,5.551685702931408e-06
2015-06-17,5.551685702931408e-06
2015-06-18,5.551685702931408e-06
2015-06-19,5.155393176359269e-06
2015-06-22,5.155393176359269e-06
2015-06-23,5.155393176359269e-06
2015-06-24,5.155393176359269e-06
2015-06-25,5.155393176359269e-06
2015-06-26,5.155393176359269e-06
2015-06-29,5.551685702931408e-06
2015-06-30,3.1733390453148047e-06
2015-07-01,5.155393176359269e-06
2015-07-02,5.155393176359269e-06
2015-07-03,5.155393176359269e-06
2015-07-06,5.155393176359269e-06
2015-07-07,5.155393176359269e-06
2015-07-08,5.155393176359269e-06
2015-07-09,5.155393176359269e-06
2015-07-10,5.155393176359269e-06
2015-07-13,5.155393176359269e-06
2015-07-14,5.155393176359269e-06
2015-07-15,5.155393176359269e-06
2015-07-16,5.551685702931408e-06
2015-07-17,5.155393176359269e-06
2015-07-20,5.551685702931408e-06
2015-07-21,5.155393176359269e-06
2015-07-22,5.155393176359269e-06
2015-07-23,5.155393176359269e-06
2015-07-24,5.155393176359269e-06
2015-07-27,5.551685702931408e-06
2015-07-28,5.551685702931408e-06
2015-07-29,5.551685702931408e-06
2015-07-30,5.551685702931408e-06
2015-07-31,3.1733390453148047e-06
2015-08-03,5.551685702931408e-06
2015-08-04,5.551685702931408e-06
2015-08-05,5.551685702931408e-06
2015-08-06,5.551685702931408e-06
2015-08-07,5.551685702931408e-06
2015-08-10,5.551685702931408e-06
2015-08-11,5.947938814809817e-06
2015-08-12,5.947938814809817e-06
2015-08-13,5.947938814809817e-06
2015-08-14,5.551685702931408e-06
2015-08-17,5.947938814809817e-06
2015-08-18,5.947938814809817e-06
2015-08-19,5.947938814809817e-06
2015-08-20,5.947938814809817e-06
2015-08-21,5.947938814809817e-06
2015-08-24,5.947938814809817e-06
2015-08-25,5.947938814809817e-06
2015-08-26,5.551685702931408e-06
2015-08-27,5.551685702931408e-06
2015-08-28,5.551685702931408e-06
2015-08-31,3.1733390453148047e-06
2015-09-01,5.551685702931408e-06
2015-09-02,5.551685702931408e-06
2015-09-03,5.551685702931408e-06
2015-09-04,5.551685702931408e-06
2015-09-07,5.551685702931408e-06
2015-09-08,5.551685702931408e-06
2015-09-09,5.551685702931408e-06
2015-09-10,5.551685702931408e-06
2015-09-11,5.551685702931408e-06
2015-09-14,5.551685702931408e-06
2015-09-15,5.551685702931408e-06
2015-09-16,5.551685702931408e-06
2015-09-17,5.551685702931408e-06
2015-09-18,5.551685702931408e-06
2015-09-21,5.551685702931408e-06
2015-09-22,5.551685702931408e-06
2015-09-23,5.551685702931408e-06
2015-09-24,5.551685702931408e-06
2015-09-25,5.155393176359269e-06
2015-09-28,5.155393176359269e-06
2015-09-29,5.155393176359269e-06
2015-09-30,2.77680986426887e-06
2015-10-01,5.155393176359269e-06
2015-10-02,5.155393176359269e-06
2015-10-05,5.155393176359269e-06
2015-10-06,5.155393176359269e-06
2015-10-07,5.155393176359269e-06
2015-10-08,5.155393176359269e-06
2015-10-09,5.155393176359269e-06
2015-10-12,5.155393176359269e-06
2015-10-13,5.155393176359269e-06
2015-10-14,5.155393176359269e-06
2015-10-15,5.155393176359269e-06
2015-10-16,5.155393176359269e-06
2015-10-19,5.155393176359269e-06
2015-10-20,5.155393176359269e-06
2015-10-21,5.155393176359269e-06
2015-10-22,4.759061227099792e-06
2015-10-23,4.759061227099792e-06
2015-10-26,4.759061227099792e-06
2015-10-27,4.759061227099792e-06
2015-10-28,4.759061227099792e-06
2015-10-29,4.759061227099792e-06
2015-10-30,2.77680986426887e-06
2015-11-02,4.759061227099792e-06
2015-11-03,4.759061227099792e-06
2015-11-04,4.759061227099792e-06
2015-11-05,4.759061227099792e-06
2015-11-06,4.759061227099792e-06
2015-11-09,4.759061227099792e-06
2015-11-10,4.759061227099792e-06
2015-11-11,4.759061227099792e-06
2015-11-12,4.759061227099792e-06
2015-11-13,4.759061227099792e-06
2015-11-16,5.155393176359269e-06
2015-11-17,5.155393176359269e-06
2015-11-18,4.759061227099792e-06
2015-11-19,4.759061227099792e-06
2015-11-20,4.759061227099792e-06
2015-11-23,4.759061227099792e-06
2015-11-24,4.759061227099792e-06
2015-11-25,4.759061227099792e-06
2015-11-26,4.759061227099792e-06
2015-11-27,4.759061227099792e-06
2015-11-30,3.1733390453148047e-06
2015-12-01,5.155393176359269e-06
2015-12-02,5.155393176359269e-06
2015-12-03,5.155393176359269e-06
2015-12-04,5.155393176359269e-06
2015-12-07,5.155393176359269e-06
2015-12-08,5.155393176359269e-06
2015-12-09,5.551685702931408e-06
2015-12-10,5.551685702931408e-06
2015-12-11,5.551685702931408e-06
2015-12-14,5.947938814809817e-06
2015-12-15,5.947938814809817e-06
2015-12-16,5.947938814809817e-06
2015-12-17,1.4655551191511407e-05
2015-12-18,1.4655551191511407e-05
2015-12-21,1.4260163223367428e-05
2015-12-22,1.4260163223367428e-05
2015-12-23,1.4260163223367428e-05
2015-12-24,1.4260163223367428e-05
2015-12-25,1.4260163223367428e-05
2015-12-28,1.4260163223367428e-05
2015-12-29,1.4260163223367428e-05
2015-12-30,1.3864736012392243e-05
2015-12-31,7.92861342602258e-06
2016-01-01,7.92861342602258e-06
2016-01-04,1.4260163223367428e-05
2016-01-05,1.4260163223367428e-05
2016-01-06,1.4260163223367428e-05
2016-01-07,1.4260163223367428e-05
2016-01-08,1.4260163223367428e-05
2016-01-11,1.4260163223367428e-05
2016-01-12,1.4260163223367428e-05
2016-01-13,1.4260163223367428e-05
2016-01-14,1.4260163223367428e-05
2016-01-15,1.4260163223367428e-05
2016-01-18,1.4260163223367428e-05
2016-01-19,1.4260163223367428e-05
2016-01-20,1.4655551191511407e-05
2016-01-21,1.4655551191511407e-05
2016-01-22,1.5050899925261874e-05
2016-01-25,1.5050899925261874e-05
2016-01-26,1.5050899925261874e-05
2016-01-27,1.5050899925261874e-05
2016-01-28,1.5050899925261874e-05
2016-01-29,1.1491348215653119e-05
2016-02-01,1.5050899925261874e-05
2016-02-02,1.5050899925261874e-05
2016-02-03,1.5050899925261874e-05
2016-02-04,1.5050899925261874e-05
2016-02-05,1.5050899925261874e-05
2016-02-08,1.5050899925261874e-05
2016-02-09,1.5050899925261874e-05
2016-02-10,1.5050899925261874e-05
2016-02-11,1.5050899925261874e-05
2016-02-12,1.5050899925261874e-05
2016-02-15,1.5050899925261874e-05
2016-02-16,1.5050899925261874e-05
2016-02-17,1.4655551191511407e-05
2016-02-18,1.5050899925261874e-05
2016-02-19,1.5050899925261874e-05
2016-02-22,1.5050899925261874e-05
2016-02-23,1.5050899925261874e-05
2016-02-24,1.5050899925261874e-05
2016-02-25,1.4655551191511407e-05
2016-02-26,1.4655551191511407e-05
2016-02-29,1.1491348215653119e-05
2016-03-01,1.4260163223367428e-05
2016-03-02,1.4655551191511407e-05
2016-03-03,1.4655551191511407e-05
2016-03-04,1.4260163223367428e-05
2016-03-07,1.4260163223367428e-05
2016-03-08,1.4260163223367428e-05
2016-03-09,1.4260163223367428e-05
2016-03-10,1.4260163223367428e-05
2016-03-11,1.4260163223367428e-05
2016-03-14,1.4260163223367428e-05
2016-03-15,1.4655551191511407e-05
2016-03-16,1.4655551191511407e-05
2016-03-17,1.4655551191511407e-05
2016-03-18,1.4655551191511407e-05
2016-03-21,1.4655551191511407e-05
2016-03-22,1.4655551191511407e-05
2016-03-23,1.4655551191511407e-05
2016-03-24,1.4655551191511407e-05
2016-03-25,1.4655551191511407e-05
2016-03-28,1.4655551191511407e-05
2016-03-29,1.4655551191511407e-05
2016-03-30,1.4655551191511407e-05
2016-03-31,9.908303843175759e-06
2016-04-01,1.4655551191511407e-05
2016-04-04,1.4655551191511407e-05
2016-04-05,1.4655551191511407e-05
2016-04-06,1.4655551191511407e-05
2016-04-07,1.4655551191511407e-05
2016-04-08,1.4655551191511407e-05
2016-04-11,1.4655551191511407e-05
2016-04-12,1.4655551191511407e-05
2016-04-13,1.4655551191511407e-05
2016-04-14,1.4655551191511407e-05
2016-04-15,1.4655551191511407e-05
2016-04-18,1.4655551191511407e-05
2016-04-19,1.4655551191511407e-05
2016-04-20,1.4655551191511407e-05
2016-04-21,1.4655551191511407e-05
2016-04-22,1.4655551191511407e-05
2016-04-25,1.4655551191511407e-05
2016-04-26,1.4655551191511407e-05
2016-04-27,1.4655551191511407e-05
2016-04-28,1.4655551191511407e-05
2016-04-29,1.1887011045930151e-05
2016-05-02,1.4655551191511407e-05
2016-05-03,1.4655551191511407e-05
2016-05-04,1.4655551191511407e-05
2016-05-05,1.4655551191511407e-05
2016-05-06,1.4655551191511407e-05
2016-05-09,1.4655551191511407e-05
2016-05-10,1.4655551191511407e-05
2016-05-11,1.4655551191511407e-05
2016-05-12,1.4655551191511407e-05
2016-05-13,1.4655551191511407e-05
2016-05-16,1.4655551191511407e-05
2016-05-17,1.4655551191511407e-05
2016-05-18,1.4655551191511407e-05
2016-05-19,1.4655551191511407e-05
2016-05-20,1.4655551191511407e-05
2016-05-23,1.4655551191511407e-05
2016-05-24,1.4655551191511407e-05
2016-05-25,1.4655551191511407e-05
2016-05-26,1.4655551191511407e-05
2016-05-27,1.4655551191511407e-05
2016-05-30,1.4655551191511407e-05
2016-05-31,1.1491348215653119e-05
2016-06-01,1.4655551191511407e-05
2016-06-02,1.4655551191511407e-05
2016-06-03,1.4655551191511407e-05
2016-06-06,1.4655551191511407e-05
2016-06-07,1.4655551191511407e-05
2016-06-08,1.4655551191511407e-05
2016-06-09,1.4655551191511407e-05
2016-06-10,1.4655551191511407e-05
2016-06-13,1.4655551191511407e-05
2016-06-14,1.4655551191511407e-05
2016-06-15,1.4655551191511407e-05
2016-06-16,1.5050899925261874e-05
2016-06-17,1.5050899925261874e-05
2016-06-20,1.5050899925261874e-05
2016-06-21,1.5050899925261874e-05
2016-06-22,1.5050899925261874e-05
2016-06-23,1.5446209431724256e-05
2016-06-24,1.5841479719114204e-05
2016-06-27,1.623671079520328e-05
2016-06-28,1.623671079520328e-05
2016-06-29,1.623671079520328e-05
2016-06-30,1.1887011045930151e-05
2016-07-01,1.623671079520328e-05
2016-07-04,1.623671079520328e-05
2016-07-05,1.5841479719114204e-05
2016-07-06,1.5841479719114204e-05
2016-07-07,1.5841479719114204e-05
2016-07-08,1.5841479719114204e-05
2016-07-11,1.5841479719114204e-05
2016-07-12,1.5841479719114204e-05
2016-07-13,1.5841479719114204e-05
2016-07-14,1.5841479719114204e-05
2016-07-15,1.5841479719114204e-05
2016-07-18,1.5841479719114204e-05
2016-07-19,1.5841479719114204e-05
2016-07-20,1.5841479719114204e-05
2016-07-21,1.5841479719114204e-05
2016-07-22,1.5841479719114204e-05
2016-07-25,1.5841479719114204e-05
2016-07-26,1.5841479719114204e-05
2016-07-27,1.5841479719114204e-05
2016-07-28,1.5841479719114204e-05
2016-07-29,1.1887011045930151e-05
2016-08-01,1.5841479719114204e-05
2016-08-02,1.5841479719114204e-05
2016-08-03,1.5841479719114204e-05
2016-08-04,1.5841479719114204e-05
2016-08-05,1.5841479719114204e-05
2016-08-08,1.5841479719114204e-05
2016-08-09,1.5841479719114204e-05
2016-08-10,1.5841479719114204e-05
2016-08-11,1.5841479719114204e-05
2016-08-12,1.5841479719114204e-05
2016-08-15,1.5841479719114204e-05
2016-08-16,1.5841479719114204e-05
2016-08-17,1.5841479719114204e-05
2016-08-18,1.5841479719114204e-05
2016-08-19,1.5841479719114204e-05
2016-08-22,1.5841479719114204e-05
2016-08-23,1.5841479719114204e-05
2016-08-24,1.5841479719114204e-05
2016-08-25,1.5841479719114204e-05
2016-08-26,1.5841479719114204e-05
2016-08-29,1.5841479719114204e-05
2016-08-30,1.5841479719114204e-05
2016-08-31,1.1887011045930151e-05
2016-09-01,1.5841479719114204e-05
2016-09-02,1.5841479719114204e-05
2016-09-05,1.5841479719114204e-05
2016-09-06,1.5841479719114204e-05
2016-09-07,1.5841479719114204e-05
