,state,crisis,p_crisis,p_state0,p_state1,p_state2,p_state3,p_state4,p_state5
2015-05-01,3,0,5.812270268507562e-07,3.320713233485567e-20,1.2986400389866047e-12,5.022169601605976e-19,0.9999791397506029,5.812270268507562e-07,2.0279021280427267e-05
2015-06-01,3,0,2.0400948130432296e-08,1.9917969864835388e-19,6.951397051201034e-14,1.4364561990766239e-18,0.9997965304372911,2.0400948130432296e-08,0.00020344916127002898
2015-07-01,3,0,1.1554745554361833e-06,1.6738873885578168e-21,8.850488190384327e-16,6.3170934407076e-19,0.9999986449029252,1.1554745554361833e-06,1.9962258565452305e-07
2015-08-01,3,0,1.4361078147107859e-08,1.1090913265624178e-22,5.80986227847507e-17,6.019094035506078e-22,0.9999681765473426,1.4361078147107859e-08,3.1809091465579454e-05
2015-09-01,3,0,1.1463735148969436e-08,1.957868672010558e-24,3.1736153669400534e-14,4.5301671656403365e-23,0.9999691925984568,1.1463735148969436e-08,3.0795938219941996e-05
2015-10-01,3,0,1.8728958710398405e-08,6.037953389255559e-21,1.378091925121586e-13,4.4126243797353476e-20,0.9998063023102437,1.8728958710398405e-08,0.0001936789609864287
2015-11-01,3,0,2.0875012919528037e-06,5.301229561961726e-20,1.4507087214420593e-15,2.4294683197749907e-18,0.9999951674115791,2.0875012919528037e-06,2.745087086139672e-06
2015-12-01,3,0,8.12276815426273e-09,7.19426096103777e-23,4.572594640970716e-15,1.1581078584061862e-21,0.9999568020456615,8.12276815426273e-09,4.3189831297716444e-05
2016-01-01,3,0,3.887229740091453e-06,8.253946854896193e-21,1.1506790524325656e-13,4.3029251559666847e-19,0.9999485513019283,3.887229740091453e-06,4.7561467946385214e-05
2016-02-01,3,0,3.167214637082703e-08,3.0734001514397012e-21,2.3999059967187335e-14,9.901178282639214e-20,0.9999467483403528,3.167214637082703e-08,5.3219987349251145e-05
2016-03-01,3,0,2.9594672131490525e-08,4.828114754214591e-21,8.466376526665643e-13,5.113976533281838e-20,0.9997614787252144,2.9594672131490525e-08,0.00023849167900300868
2016-04-01,3,0,3.3774555788531295e-07,5.735155916117403e-19,3.673086869631542e-13,4.755377596274003e-18,0.9999703778907164,3.3774555788531295e-07,2.9284362938052804e-05
2016-05-01,3,0,7.924481469956567e-09,1.2848766180993845e-20,7.772015555906582e-13,4.729691333381022e-19,0.9997888021153466,7.924481469956567e-09,0.00021118995899935546
2016-06-01,3,0,2.42853145012998e-07,1.0636805878424569e-19,2.059202497875709e-12,3.374120277674201e-18,0.999765075412629,2.42853145012998e-07,0.0002346817325028451
2016-07-01,3,0,4.3644987780771246e-07,2.178130611022317e-19,2.3759900751885033e-13,8.761485317282559e-18,0.9999699858001428,4.3644987780771246e-07,2.957774953924209e-05
2016-08-01,3,0,4.089299729096179e-09,8.251632027099857e-21,7.703176244127734e-15,5.505126997221548e-20,0.9999832579670473,4.089299729096179e-09,1.6737943483988533e-05
2016-09-01,3,0,5.389674230870078e-09,6.352962475336671e-22,7.66836223136422e-14,6.755143687675985e-21,0.9999101666342664,5.389674230870078e-09,8.982797560802471e-05
2016-10-01,3,0,9.731052570117835e-08,1.4009893093281804e-20,1.8705163692026614e-12,7.500317049279415e-20,0.9995647499166989,9.731052570117835e-08,0.00043515277128926185
2016-11-01,3,0,0.0002833219201742318,7.004540182899939e-17,3.3218339209764124e-16,1.6867984657497437e-15,0.9997164183813919,0.0002833219201742318,2.5969857121022054e-07
2016-12-01,3,0,3.676977758167817e-07,8.855956249087364e-23,5.473710645211321e-16,1.9989208694865215e-20,0.9998536152712277,3.676977758167817e-07,0.0001460170311687529
2017-01-01,3,0,4.016806486062412e-08,1.3683369587912218e-23,7.217116904578317e-12,9.238699571061534e-22,0.9996086745097069,4.016806486062412e-08,0.00039128531474213725
2017-02-01,3,0,1.421425039677519e-07,2.404499116740681e-19,3.685758931606384e-11,2.171648345985315e-17,0.9993945910908533,1.421425039677519e-07,0.0006052667293883935
2017-03-01,3,0,9.994772282950523e-08,7.83875652708304e-20,5.247233341135677e-13,4.1582117107508903e-17,0.9999689852819101,9.994772282950523e-08,3.091477010796226e-05
2017-04-01,3,0,7.786799755431516e-09,3.613860209354048e-21,3.7762433216154186e-13,8.640202949701744e-19,0.9998418140784204,7.786799755431516e-09,0.0001581781346567345
2017-05-01,3,0,6.650931572293469e-08,7.642268538848123e-21,1.2643932064670451e-11,2.3287688331017525e-18,0.9997832154338633,6.650931572293469e-08,0.00021671804396468494
2017-06-01,3,0,2.791770366556606e-08,1.1961921148712865e-19,7.024733185045437e-14,5.125173953999231e-18,0.9999745417019917,2.791770366556606e-08,2.5430379860035742e-05
2017-07-01,3,0,5.9525263715331814e-09,4.4313288304886925e-21,4.102533888203478e-12,1.1507485379168517e-19,0.9991254975516508,5.9525263715331814e-09,0.0008744964918594835
2017-08-01,3,0,6.832404316198047e-07,3.9272598467606555e-19,7.424370472284087e-10,3.8491302043183084e-17,0.9982908599674224,6.832404316198047e-07,0.0017084560495190888
2017-09-01,3,0,7.185087766091408e-07,4.28514131559654e-17,3.003427335456349e-13,9.380111520770666e-16,0.9999809474489336,7.185087766091408e-07,1.8334042115313686e-05
